lokalbahn, lokalban
schauder, ʃaudə
herausgenommen, herausɡenomən
estrade, estradə
ungvorsichtig, uŋkfoəsixtik
wehlaut, velaut
hascht, haʃt
laubgewinden, laupɡevindən
moderduft, modeəduft
locke, lokə
welturheber, veltuəhebə
lederpolstern, ledeəpolsteən
aufkommen, aufkomən
dunkelgestreifte, duŋkelɡestraiftə
verfehlen, feəfelən
wandeln, vandeln
vorgestellte, foəɡesteltə
blitzen, plitsən
waldstreu, valdstroyh
seidenen, tsaiedenən
proszeniumsloge, prostseniumsloɡə
befragte, befraktə
blumenvasen, plumənfasən
gewöhne, ɡevønə
flügeladjutant, flyɡelatjutant
erbarme, eəbaəmə
gesenkten, ɡesənktən
blumenspende, plumənspəndə
ehrerbietig, ereəbitik
summa, tsuma
danebenstand, danebənstant
übergossen, ybeəɡosən
bestürmt, bestyəmt
kafka, kafka
geführt, ɡefyət
samaritana, tsamaritana
axiomen, aksiomən
rochefoucauld, roxefoukault
glattrasiert, klatrasiət
sammelten, tsameltən
voreingenommenheit, foraiŋenomənhait
defekt, defekt
turnerfest, tuəneəfest
paying, paiiŋk
einbildungskraft, ainbilduŋskraft
sklavengesicht, sklafənɡesixt
großvaters, krosfateəs
ausgeführte, ausɡefyətə
zureichende, tsuraiexəndə
hilfshypothese, hilfshypotesə
glomm, klom
uebersetzung, uebeəsetsuŋk
kaminplatte, kaminplatə
ergänzungsstück, eəɡentsuŋstyk
versalzen, feəsaltsən
erhöbe, eəhøbə
schönheitswelt, ʃønhaitsvelt
entgegenzutreten, əntɡeɡəntsutretən
vorrichtungen, foərixtuŋən
geryon, ɡəryon
niedrigem, nitriɡem
milchigem, milxiɡem
gewährung, ɡeveruŋk
anmaßt, anmast
zurückgewöhne, tsurykɡevønə
scävola, skefola
mitwissen, mitvisən
however, hovefə
nierenstein, nirənstain
dramas, tramas
schmatzend, ʃmatsənt
schlaf, ʃlaf
subdivisio, tsupdifisio
liebens, libəns
bestimmbaren, bestimbarən
david, dafit
könig, kønik
arabischen, arabiʃən
hinzusetze, hintsusetsə
weg, vek
bewusstsein, bevustsain
einstellten, ainsteltən
zeitweise, tsaitvaisə
bekleideten, beklaiedetən
aufgeräumte, aufɡeroymtə
selbstzucht, tselbstsuxt
unternehmens, unteəneməns
unermüdlichen, uneəmytlixən
hungernden, huŋeəndən
kenntlich, kənntlix
sicheren, tsixerən
minnt, mint
abzuschlagen, aptsuʃlaɡən
kraftgefühle, kraftɡefylə
empfindung, empfinduŋk
schmachtend, ʃmaxtənt
erschaffnes, eəʃafnes
pessimistischen, pesimistieʃən
mitregenten, mitreɡəntən
dreifacher, traiefaxə
leugnen, loyknən
grades, krades
patienten, patiəntən
kündigte, kyndiktə
arrangements, aəraŋemənts
wässern, veseən
arbeitsmarkt, aəbaitsmaəkt
grundbegriffe, kruntbekrifə
verbindungsart, feəbinduŋksaət
einen, aiənən
überziehern, ybeətsieən
sicherster, tsixeəstə
selbstverständlichkeit, tselbstfeəstentlixkait
gereiste, ɡeraistə
überhauungen, ybeəhauuŋən
angekommen, aŋekomən
welt, velt
denkungsart, dənkuŋksaət
ethischen, etiʃən
vermittelung, feəmiteluŋk
künftiger, kynftiɡə
dunkel, duŋkel
fensterchen, fənsteəxən
fuss, fus
conflict, konflikt
kunstrichtern, kunstrixteən
interessengefüge, interesənɡefyɡə
fehlerhafte, feleəhaftə
gemalte, ɡemaltə
fader, fadə
germ, ɡeəm
papageiendecke, papaɡaiəndekə
grauenhafte, krauənhaftə
vermischte, feəmiʃtə
kundgemacht, kuntɡemaxt
wüstling, vystliŋk
weiße, vaisə
düsterste, dysteəstə
unzähligemal, untseliɡemal
packe, pakə
bestaunt, bestaunt
entgegendrangen, əntɡeɡəntraŋən
glücksspielen, klykspilən
ängstlich, eŋstlix
gezweifelt, ɡetsvaiefelt
gesetzten, ɡesetstən
vorbeugte, foəboyktə
philippine, filipinə
gefordert, ɡefoədeət
guttapercha, ɡutapeəxa
glanzes, klantses
überströmender, ybeəstrøməndə
anfängt, anfeŋt
mißgestaltete, misɡestaltetə
verleitung, feəlaietuŋk
überdenkst, ybeədənkst
mißtöne, mistønə
vermeinen, feəmaiənən
belagert, belaɡeət
wallfahrtszug, valfaətstsuk
nichtsinnlichen, nixtsinlixən
reinschrift, rainʃrift
kleinstadt, klainstat
reizendsten, raietsəndstən
amnion, amnion
nachtheiligste, naxtaieliçstə
zurückschritten, tsurykʃritən
meers, meəs
pächter, pextə
darf, daəf
streiter, straitə
ever, efə
grellblauem, krelplauem
erhalte, eəhaltə
meier, maiə
erfleht, eəflet
vorstellig, foəstelik
platt, plat
angstvollen, aŋstfolən
bestreben, bestrebən
zurückzubleiben, tsuryktsuplaiebən
unziemlich, untsimlix
verträumter, feətroymtə
gallura, ɡalura
drückst, trykst
folgten, folktən
unterlassung, unteəlasuŋk
voraussehe, forauseə
vorüberschweben, forybeəʃvebən
schwarzborstigen, ʃvaətsboəstieɡən
kunstgattungen, kunstɡatuŋən
beharrlicher, behaərlixə
südlichen, tsytlixən
verursachten, feruəsaxtən
sackgasse, tsakɡasə
herrlichsten, heərlikstən
dunkelgräulich, duŋkelkroyhlix
hingeben, hiŋebən
gedachte, ɡedaxtə
weggehen, vekɡehən
lustbarkeiten, lustbaəkaietən
urteil, uətail
möbelentwürfen, møbeləntvyəfən
gebild, ɡebilt
gnädigsten, knediçstən
kommandierte, komandiətə
vorherrschende, foəheərʃəndə
solde, tsoldə
langgedehnten, laŋkɡedentən
computers, komputeəs
maßgebender, masɡebəndə
victor, fiktoə
uhren, urən
leierton, laieəton
ausgesandt, ausɡesant
nützlich, nytslix
gleichkommen, klaixkomən
hingezaubert, hiŋetsauhbeət
dunstigere, dunstieɡərə
cerclekonzertes, keəklekontseətes
anzündeten, antsyndetən
vorschwebte, foəʃveptə
unerfahrnen, uneəfaənən
erdichtungen, eədixtuŋən
entium, əntium
schändlichkeit, ʃentlixkait
arms, aəms
tuscisch, tuskiʃ
einräumung, ainroyhmuŋk
trockenes, trokenes
einlösen, ainløsən
leibfüsilierkaserne, laiepfysiliəkaseənə
conglutination, koŋklutiənatsion
märtyrertum, meətyreətum
entseelten, əntseltən
losen, losən
heilung, haieluŋk
erzeugung, eətsoyhɡuŋk
fürchterlichen, fyəxteəlixən
gutes, ɡutes
fingernägeln, fiŋeəneɡeln
fesselten, feseltən
gemischten, ɡemiʃtən
humanste, humanstə
weltregierender, veltreɡirəndə
beifällige, baiefeliçə
unvorhergesehenen, unfoəheəɡeseenən
selbstprüfung, tselbstpryfuŋk
abgesandten, apɡesantən
narziß, naətsis
unstatthafte, unstathaftə
erst, eəst
gehör, ɡehøə
überreicht, ybeəraixt
feineren, faiənerən
verneigt, feənaiɡt
anderes, anderes
fluchend, fluxənt
reisen, raiesən
lehrlinge, leəliŋə
entfärben, əntfeəbən
askese, askesə
größre, krøsrə
schadhaftigkeit, ʃataftikkait
mittrank, mitraŋk
übe, ybə
entspricht, əntsprixt
hinkende, hiŋkəndə
gottgesandter, ɡotɡesantə
hervorstiess, heəfoəsties
wenigsten, veniçstən
hinabbegeben, hinapbeɡebən
endlos, əntlos
bildnerisch, biltneriʃ
vermöge, feəmøɡə
entspräch, əntsprex
hoffinanzdirektion, hofinantsdirektsion
wichtigstes, vixtiɡstes
artistischen, aətistieʃən
umsäumend, umsoyhmənt
strecke, strekə
hübsch, hybʃ
näheres, neeres
ieicht, iixt
pastorhause, pastoəhausə
sehnest, tsenest
chefarzt, xefaətst
tristan, tristan
bestellte, besteltə
allbefassende, albefasəndə
urprozess, uəprotses
frühlingsblüten, fryliŋsplytən
dichternamen, dixteənamən
minderem, minderem
unwiderstehlich, unvideəstelix
widerspruches, videəspruxes
zotte, tsotə
krayon, kraion
region, reɡion
genesen, ɡenesən
widerstreit, videəstrait
geneigt, ɡenaiɡt
krachen, kraxən
heiterkeit, haieteəkait
drunter, truntə
mögest, møɡest
gemessenen, ɡemesenən
harren, haərən
tropfen, tropfən
ausgeglichen, ausɡeklixən
frühlings, fryliŋs
witzreden, vitsredən
bildende, bildəndə
witterte, viteətə
rosenknospe, rosənknospə
widerhalt, videəhalt
zugesperrt, tsuɡespeərt
durchgezeichnet, duəxɡetsaixnet
tummelnden, tumelndən
nachgeben, naxɡebən
beträchtliches, betrextlixes
ladenfräulein, ladənfroyhlain
aschenkrug, aʃənkruk
erstehen, eəstehən
geheimhielt, ɡehaimhilt
zigeunerweibes, tsiɡoyhneəvaiebes
unschlüssige, unʃlysiçə
umdrängt, umtreŋt
entgehn, əntɡen
sicheres, tsixeres
gotteswillen, ɡotesvilən
gleichen, klaiexən
gedichts, ɡedixts
beherzt, beheətst
schlüge, ʃlyɡə
abzuschütteln, aptsuʃyteln
stützender, stytsəndə
dawider, davidə
winkst, viŋkst
zusammenstoßung, tsusamənstosuŋk
verkleiden, feəklaiedən
sonnabend, tsonabənt
vertrauens, feətrauəns
verfangen, feəfaŋən
ansatz, ansats
kriegs, kriɡs
dröhnend, trønənt
göttlicher, ɡøtlixə
halben, halbən
beifälligen, baiefeliɡən
verschwunden, feəʃvundən
akkompagniere, akkompaknirə
gänglich, ɡeŋklix
dopplet, doplet
teurem, toyhrem
verstärkten, feəsteəktən
peccator, pekkatoə
gegrüßt, ɡekryst
füßen, fysən
mitchristen, mitxristən
zugesprochen, tsuɡesproxən
herkömmlichem, heəkømlixem
disharmonia, dishaəmonia
weitläufiger, vaitloyhfiçə
vermeidende, feəmaiedəndə
einher, ainhə
heisshunger, haishuŋə
reißbrett, raispret
antithetik, antitetik
zufriedne, tsufritnə
tatsächliche, tatsexlixə
virgils, fiəɡils
gabst, ɡabst
begeistern, beɡaisteən
stadtrat, statrat
unüberwindlich, unybeəvintlix
liebessang, libesaŋk
vorempfinden, forempfindən
angeredet, aŋeredet
gepredigt, ɡeprediçt
krankenhaus, kraŋkənhaus
blüt, plyt
deklaration, deklaratsion
jubelnd, jubelnt
einsähe, ainseə
keimten, kaimtən
umgegend, umɡeɡənt
nachhauseweg, naxhauhsevek
verlockt, feəlokt
indirectem, indirektem
bewegend, beveɡənt
krittlern, kritleən
zusammengesetzten, tsusamənɡesetstən
gezückt, ɡetsykt
zackenleiter, tsakənlaitə
dynastengeschlecht, dynastənɡeʃlext
nichtsein, nixtsain
weltursache, veltuəsaxə
gebürstet, ɡebyəstet
volkstümlichen, folkstymlixən
vampyrismus, fampyrismus
geflossen, ɡeflosən
angehangen, aŋehaŋən
umgewandelt, umɡevandelt
gewesenes, ɡevesenes
beiträge, baitreɡə
kunstfeindlich, kunstfaintlix
heilsam, hailsam
begrüßung, bekrysuŋk
läutrungsglut, loytruŋsklut
überrann, ybeəran
zaudernd, tsauhdeənt
abgegossen, apɡeɡosən
verhungern, feəhuŋeən
hartnäckigste, haətnekiçstə
sentenzen, tsəntəntsən
bräche, prexə
seite, tsaitə
vorlas, foəlas
genieren, ɡenirən
aufgelöst, aufɡeløst
vertreten, feətretən
untersucht, unteəsuxt
assistentiae, asistəntiaə
distributed, distributet
anzügliche, antsyklixə
beraubte, berauptə
rührendste, ryrəndstə
abhängigen, afeŋiɡən
bänglich, beŋklix
grünliche, krynlixə
überflog, ybeəflok
erzürnter, eətsyəntə
gebärende, ɡeberəndə
beilegung, baieleɡuŋk
intelligenzen, inteliɡəntsən
bejammernd, bejameənt
verkörpern, feəkøəpeən
safte, tsaftə
grauser, krausə
total, total
asdent, asdənt
hingleitend, hiŋklaietənt
zusammenzusetzen, tsusaməntsusetsən
bessres, besres
repräsentirten, represəntiətən
beharrte, behaərtə
aufstand, aufstant
gymnasialklasse, ɡymnasialklasə
befremdlich, befremtlix
entgegenhalten, əntɡeɡənhaltən
eifers, aiefeəs
prangten, praŋktən
simifonte, tsimifontə
reize, raitsə
bolivia, bolifia
fifty, fifty
trafen, trafən
verdienste, feədinstə
restriktion, restriktsion
lieder, lidə
intellekts, intelekts
scheinen, ʃaiənən
wachsende, vaksəndə
liegender, liɡəndə
hervorgegangen, heəfoəɡeɡaŋən
allzuhäufig, altsuhoyhfik
ausgetrunken, ausɡetruŋkən
entsetzt, əntsetst
besitzt, besitst
koch, kox
einkünfte, aiŋkynftə
wiederum, viderum
golde, ɡoldə
feldmäusen, feltmoyhsən
vorwand, foəvant
verstandesurteils, feəstandesuətails
menschenschlage, mənʃənʃlaɡə
erden, eədən
stolz, stolts
hineinbringt, hinainpriŋt
unrechtmäßigen, unrextmesiɡən
dreigetüm, traieɡetym
weinlese, vainlesə
grollte, kroltə
schandgezücht, ʃantɡetsyxt
lichtbilderscheinungen, lixtbildeəʃaiənuŋən
anstaunte, anstauntə
dürft, dyəft
entgegeneilten, əntɡeɡənailtən
boreas, boreas
offizieren, ofitsirən
castriren, kastrirən
korrespondierende, koərespondirəndə
tödliches, tøtlixes
wäscheschränken, veʃeʃreŋkən
flammt, flamt
meinesteils, maiənestails
gedachter, ɡedaxtə
elefanten, elefantən
umgeändert, umɡeendeət
verkörperten, feəkøəpeətən
neffen, nefən
ausmalen, ausmalən
geschähe, ɡeʃeə
schaaren, ʃarən
anständigen, anstendiɡən
selbste, tselbstə
hinzugeben, hintsuɡebən
ironie, ironiə
heimatlichen, haiematlixən
vorausgesetzte, forausɡesetstə
dichtern, dixteən
allgemein, alɡemain
früherher, fryheəhə
zutreffende, tsutrefəndə
segenvolle, tseɡənfolə
auftritte, auftritə
sach, tsax
weltobjekte, veltopjektə
wörterbuch, vøəteəbux
ablösung, apløsuŋk
heiße, haisə
regellose, reɡelosə
zueinander, tsuaiənandə
himmelslied, himelslit
zaubertrank, tsauhbeətraŋk
regnerisch, rekneriʃ
auseinanderzunehmen, auhsaiənandeətsunemən
unverständlichkeit, unfeəstentlixkait
durchbrechen, duəxprexən
schwimme, ʃvimə
einsehende, ainsehəndə
metaphysica, metafysika
idealist, idealist
nachrechnen, naxrexnən
kentucky, kəntuky
collection, kolektsion
grosskaufleute, kroskaufloytə
eigensinn, aieɡənsin
neidisch, naiediʃ
unbewegtem, unbevektem
spielzeug, spiltsoyk
pfade, pfadə
gewebe, ɡevebə
nächte, nextə
fortzuhelfen, foətsuhelfən
unapollinische, unapoliniʃə
post, post
argus, aəɡus
erwerb, eəveəp
ungewollt, uŋevolt
gewundnem, ɡevuntnem
viererlei, fireəlaie
ghin, khin
wankend, vaŋkənt
vertrauliches, feətrauhlixes
begründer, bekryndə
unglückseligem, uŋklykseliɡem
schmallippiges, ʃmalipiɡes
kostümiert, kostymiət
festlich, festlix
wehelaut, vehelaut
blanker, plaŋkə
dionysischer, dionysiʃə
schriftzügen, ʃriftsyɡən
substrate, tsubstratə
späher, speə
sommernachmittagen, tsomeənaxmitaɡən
lieblose, liplosə
duldend, duldənt
dargethan, daəɡetan
ausstieg, austiek
madonnenhaften, madonənhaftən
staatsdienst, statsdinst
bürgergarten, byəɡeəɡaətən
stagniert, stakniət
begreif, bekraif
anredete, anredetə
schoße, ʃosə
vergangenheit, feəɡaŋənhait
durchpflügte, duəxpflyktə
ausdrückliche, austryklixə
liebenswürdig, libənsvyədik
beschattet, beʃatet
dreierlei, traieəlaie
erwirkt, eəviəkt
trachte, traxtə
umsichsammeln, umsiksameln
entflohe, əntfloə
werden, veədən
aufrichtig, aufrixtik
niederträuft, nideətroyft
eurytos, oyrytos
fußleidenden, fuslaiedəndən
aufgestützten, aufɡestytstən
grenzbestimmung, krəntsbestimuŋk
waffe, vafə
gloriosa, kloriosa
vorbeugend, foəboyhɡənt
schwarzbleichen, ʃvaətsplaiexən
zugs, tsuɡs
sehnte, tsentə
vollführ, folfyə
gewähre, ɡeverə
lossagen, losaɡən
oberprima, obeəprima
streckt, strekt
durchschreiten, duəksxraietən
irrungen, iəruŋən
mocht, moxt
verträglich, feətreklix
lehnten, lentən
gemäß, ɡemes
geschwollnen, ɡeʃvolnən
qualvolle, kvalfolə
napfen, napfən
spoelmann, spoelman
verbindungsvermögens, feəbinduŋsfeəmøɡəns
gebüschen, ɡebyʃən
unterscheidungen, unteəʃaieduŋən
abgeschlossene, apɡeʃlosənə
laufspiele, laufspilə
überwände, ybeəvendə
sechzehnten, tsextsentən
duldung, dulduŋk
mizzi, mitstsi
hochsitze, hoksitsə
abberufen, apberufən
kausalität, kauhsalitet
unlängst, unleŋst
nimmermehr, nimeəmeə
vielgetreuer, filɡetroyə
tanzgesellschaft, tantsɡeselʃaft
wohllautende, volauhtəndə
unglücklich, uŋklyklix
intellektual, intelektual
mitschülerinnen, mit͡ʃylerinən
vorwärtsschreiten, foəveətsxraietən
anton, anton
einheitlichen, ainhaitlixən
kamme, kamə
begierlich, beɡiəlix
herandenken, herandənkən
empfängniss, empfeŋknis
gutzumachen, ɡutsumaxən
gesammte, ɡesamtə
zugreifende, tsukraiefəndə
ausgehängt, ausɡeheŋt
planes, planes
angekündigt, aŋekyndiçt
gewerbewesen, ɡeveəbevesən
geputzt, ɡeputst
engländers, ənklendeəs
livreen, lifren
unschliessigkeit, unʃlisikkait
befremdend, befremdənt
used, uset
durchsprach, duəksprax
weinberg, vainbeək
glaubest, klauhbest
nächtigen, nextieɡən
zurückgehalten, tsurykɡehaltən
behindert, behindeət
schlusspartie, ʃluspaətiə
organisierter, oəɡanisiətə
schenke, ʃənkə
leibhaft, laifaft
lustigen, lustieɡən
sichtbaren, tsixtbarən
vorausgehn, forausɡen
mitleidiger, mitlaiediçə
süßem, tsysem
grunde, krundə
verschönert, feəʃøneət
gewandert, ɡevandeət
included, inkludet
kaiserlich, kaieseəlix
konfitüren, konfityrən
auflage, auflaɡə
sammethosen, tsametosən
theaterstühlen, teateəstylən
kühe, kyə
verdienst, feədinst
schanktische, ʃaŋktiʃə
wildniss, viltnis
eigensinnigen, aieɡənsiniɡən
zurücktrat, tsuryktrat
abenden, abəndən
eingehau, aiŋehauh
fallendes, faləndes
sprudel, sprudel
abspiegelung, abspiɡeluŋk
fingant, fiŋant
unterschiedes, unteəʃides
belebung, belebuŋk
dithyrambische, dityrambiʃə
mißverständnis, misfeəstentnis
meisterschaft, maisteəʃaft
unvorsichtigkeit, unfoəsixtikkait
einstimmst, ainstimst
mantels, mantels
optik, optik
meter, metə
blocke, plokə
feuchtigkeit, foyxtikkait
erging, eəɡiŋk
hergibt, heəɡibt
majas, majas
liebenswerte, libənsveətə
gründ, krynt
erfindung, eəfinduŋk
durchlöchert, duəxløxeət
vorgetragene, foəɡetraɡənə
erschloß, eəʃlos
blumenbeete, plumənbetə
auszuklauben, austsuklauhbən
erfahrungserkenntnisse, eəfaruŋkseəkənntnisə
schuf, ʃuf
zutrifft, tsutrift
pera, pera
abschlug, abʃluk
eifrige, aifriçə
aufrichtete, aufrixtetə
erkoren, eəkorən
ärmlich, eəmlix
abgeründet, apɡeryndet
crassus, krasus
gemißbraucht, ɡemisprauxt
sauberes, tsauhberes
nachtlied, naxtlit
hochgeschlossene, hoxɡeʃlosənə
fatalen, fatalən
ipsi, ipsi
gerücht, ɡeryxt
wohltätigkeit, voltetikkait
among, amoŋk
lügnerisch, lykneriʃ
geschwätzigen, ɡeʃvetsiɡən
harzige, haətsiçə
sine, tsinə
erprobe, eəprobə
stachlicht, staxlixt
vermehrenden, feəmerəndən
fraget, fraɡet
lediglich, lediklix
sinnliches, tsinlixes
dirigierte, diriçiətə
totzuschlagen, totsuʃlaɡən
straff, straf
hierinnen, hirinən
bubenschar, bubənʃaə
kanapee, kanapeə
balgerei, balɡeraie
probier, probiə
louisiana, louisiana
fatalistisch, fatalistiʃ
geseh, ɡese
eigenthümlichen, aieɡəntymlixən
überzeugungen, ybeətsoyhɡuŋən
fehlschluß, felʃlus
zuläßt, tsulest
fliegen, fliɡən
erjagte, eəjaktə
theaterhabitué, teateəhabitué
hofbeamte, hofbeamtə
freibrief, fraiprif
aufstellt, aufstelt
unwille, unvilə
jacken, jakən
schrankenlosen, ʃraŋkənlosən
stockdünnen, stokdynən
idealischer, idealiʃə
bemodert, bemodeət
